1,Tim Burton,director (4 episodes 2022),
396,Antonio Gallardo,visual effects producer: VFX Legion (1 episode 2022),
397,Gregory Galliani,modeling lead: Monsters Aliens Robots Zombies (1 episode 2022),
398,Igor Garanovschii,matte painter: Rocket Science VFX (1 episode 2022),
399,Kunal Ghai,paint artist: Stereo D (1 episode 2022),
400,Rakan Ghresi,fx artist: Monsters Aliens Robots Zombies (1 episode 2022),
401,Jimmy Gill,animation artist: Monsters Aliens Robots Zombies (1 episode 2022),
402,Yash Gowda,head of 2d: Monsters Aliens Robots Zombies (2 episodes 2022),
403,Jameer Haider,paint artist: NetFX Mumbai (1 episode 2022),
404,Lewis Hawkes,rigging lead: Monsters Aliens Robots Zombies (1 episode 2022),
405,Jim Hillin,visual effects lighter Ghost VFX Toronto (1 episode 2022),
406,Curtis Hsiung,animator: Rocket Science VFX (2 episodes 2022),
407,Chen Kuang Hsu,tracking & layout artist: Monsters Aliens Robots Zombies (1 episode 2022),
408,Salvatore Iamonte,rigging artist: Monsters Aliens Robots Zombies (1 episode 2022),
409,Pragati Jana,paint artist: Stereo D (1 episode 2022),
410,Juyong Jeon,visual effects artist (2 episodes 2022),
411,Kenny Jia,digital matte painter lead: Monsters Aliens Robots Zombies (1 episode 2022),
412,Laszlo Kalbache,asset artist: Rocket Science VFX (1 episode 2022),
413,Ashraf Karim,senior compositing artist: NetFX Mumbai (1 episode 2022),
414,Sharad Kate,paint artist: Stereo D (1 episode 2022),
415,Min Kim,compositing supervisor: Folks VFX (2 episodes 2022),
416,Jamie Knoop,visual effects production assistant: Stereo D (1 episode 2022),
417,Ashwini Lad,visual effects administrator: Stereo D (1 episode 2022),
418,Nadege Lagueux-Beloin,visual effects artist: MELS (1 episode 2022),
419,Tukaram Landbale,roto artist: NetFX Mumbai (1 episode 2022),
420,Dany Lebrasseur,visual effects artist: MELS (1 episode 2022),
421,Kate T.C. Lin,digital compositor: VFX Legion (1 episode 2022),
422,Matthias Lowry,digital compositor: VFX Legion (1 episode 2022),
423,Jimmy Lue,visual effects coordinator: Folks VFX (1 episode 2022),
424,Jim Maxwell,matte painter: Take 5 VFX (2 episodes 2022),
425,Jay Mehta,paint artist: NetFX Mumbai (1 episode 2022),
426,Kristine Middlemiss,head of technology: Monsters Aliens Robots Zombies (2 episodes 2022),
427,Ali Mio,visual effects producer: Rocket Science VFX (2 episodes 2022),
428,Guto Miranda,compositing artist: Monsters Aliens Robots Zombies (1 episode 2022),
429,Vashishta Mohit,compositing artist: NetFX Mumbai (1 episode 2022),
430,Lon Molnar,head of studio: Monsters Aliens Robots Zombies (2 episodes 2022),
431,Jose Ignacio Narv�ez Monroy,compositing lead: Mr. X (2 episodes 2022),
432,Atyeb Muneer,compositing artist: Monsters Aliens Robots Zombies (1 episode 2022),
433,Ganesh Ramdas Nalle,senior roto artist: NetFX Mumbai (1 episode 2022),
434,Michael Naphan,layout artist: Rocket Science VFX (1 episode 2022),
435,Marla Oriol,lighting artist: Monsters Aliens Robots Zombies (1 episode 2022),
436,Daksh Pandya,visual effects artist (2 episodes 2022),
437,Niki Patterson,data technician: Stereo D (1 episode 2022),
438,Aravind Pauldurai,compositing artist: Monsters Aliens Robots Zombies (1 episode 2022),
439,Victor Perez,animation artist: Monsters Aliens Robots Zombies (1 episode 2022),
440,Navin Pinto,rigging artist: Monsters Aliens Robots Zombies (1 episode 2022),
441,Norman Ran,fx lead: Rocket Science VFX (1 episode 2022),
442,Parastu Rezaie,lighting lead: Monsters Aliens Robots Zombies (1 episode 2022),
443,Jean-Christophe Rodier,rigging artist: Monsters Aliens Robots Zombies (1 episode 2022),
444,Dmitry Ryabchuk,environment lead: Monsters Aliens Robots Zombies (1 episode 2022),
445,Maryam Salehi,i/o: MELS (1 episode 2022),
446,Rajvinder Sandhu,lighting artist: Monsters Aliens Robots Zombies (1 episode 2022),
447,Eric Sanford,creature lead: Monsters Aliens Robots Zombies (1 episode 2022),
448,Rohan Sapkal,junior roto artist: NetFX Mumbai (1 episode 2022),
449,Alexandre Savard-Boisvert,digital compositor (1 episode 2022),
450,Mark Schreiber,animator (1 episode 2022),
451,Aryan Sehgal,utility compositor (1 episode 2022),
452,Ronak Shah,fx lead: Monsters Aliens Robots Zombies (1 episode 2022),
453,Neelima Sharma,compositor: NetFX Mumbai (1 episode 2022),
454,Vishal Shitole,i/o coordinator: NetFX Mumbai (1 episode 2022),
455,Casey Sincic,visual effects producer: Monsters Aliens Robots Zombies (2 episodes 2022),
456,Lovelesh Singh,compositing artist: NetFX Mumbai (1 episode 2022),
457,Kalpana Mahapatro Siromani,art director & mattepainting lead (1 episode 2022),
458,Joseph Soloway,visual effects coordinator: VFX Legion (1 episode 2022),
459,Meredith Sproul,show coordinator: Monsters Aliens Robots Zombies (1 episode 2022),
460,Danny Testani,animation artist: Monsters Aliens Robots Zombies (1 episode 2022),
461,Ali Thaheem,creature artist: Monsters Aliens Robots Zombies (1 episode 2022),
462,Hyacinthe Thomas,i/o: MELS (1 episode 2022),
463,Phillip Thomas,animation artist: Monsters Aliens Robots Zombies (1 episode 2022),
464,Susana Vasquez,visual effects production coordinator: Take 5 VFX (2 episodes 2022),
465,Marcus Vinicius,i/o: MELS (1 episode 2022),
466,Louis Vottero,rigging lead: Monsters Aliens Robots Zombies (1 episode 2022),
467,Tina Vuu,visual effects coordinator: VFX Legion (1 episode 2022),
468,Tanja Wax,fx artist: Rocket Science VFX (1 episode 2022),
469,Christina Wise,head of studio: MELS (1 episode 2022),
470,Jill Wu,digital matte painter: Monsters Aliens Robots Zombies (1 episode 2022),
471,Alphonso Young,matte painter: Take 5 VFX (2 episodes 2022),
472,Refo Yovarda,visual effects production assistant: Stereo D (1 episode 2022),
473,Virpalsinh Zala,compositing artist: Monsters Aliens Robots Zombies (1 episode 2022),
474,Abin Abraham,assets lead: MPC (uncredited) (8 episodes 2022),
475,Adrian Bobb,creature artist (uncredited) (8 episodes 2022),
476,Eddie Bonin,visual effects executive: Netflix (uncredited) (8 episodes 2022),
477,R�mi Bruschini,pipeline td (uncredited) (8 episodes 2022),
478,Binod Kumar Das,asset supervisor: MPC (uncredited) (8 episodes 2022),
479,Tiago Foa,imaging engineer: Mr. X (uncredited) (8 episodes 2022),
480,Jaime Fok,visual effects editorial lead (uncredited) (8 episodes 2022),
481,J.P. Giamos,head of production: Rocket Science VFX (uncredited) (8 episodes 2022),
482,Martin Hesselink,Animation Supervisor (uncredited) (8 episodes 2022),
483,Rushikesh Chandrashekhar Kamble,3d digital matte painter (uncredited) (8 episodes 2022),
484,Daniel May,visual effects art direction (uncredited) (8 episodes 2022),
485,Rachad Meya,lighting supervisor (uncredited) (8 episodes 2022),
486,Shoupal Panda,texture & lookdev artist (uncredited) (8 episodes 2022),
487,Josephin Peichl,visual effects coordinator: Netflix (uncredited) (8 episodes 2022),
488,Rakesh,3d digital matte painter lead (uncredited) (8 episodes 2022),
489,Kim Rampaul,visual effects coordinator: Netflix (uncredited) (8 episodes 2022),
490,Saha Saikat,texturing & lookdev artist (uncredited) (7 episodes 2022),
491,Seema Schere,matte painter: Monsters Aliens Robots Zombies (uncredited) (8 episodes 2022),
492,Surajit Senapati,3d artist (uncredited) (8 episodes 2022),
493,Satyendra Sharma,compositor: MPC (uncredited) (8 episodes 2022),
494,Prathamesh Ashok Waykole,asset artist: MPC (uncredited) (8 episodes 2022),
495,Dean Wright,visual effects executive: MGM Television (uncredited) (8 episodes 2022),
496,Dylan Botnarenko,digital matte painter: MPC (uncredited) (6 episodes 2022),
497,Arjun Jasmeet Chawla,digital compositor: MPC (uncredited) (5 episodes 2022),
498,Dennis Tae Wook Kim,digital compositor (uncredited) (5 episodes 2022),
499,Hoss Ghaith,cg supervisor (uncredited) (3 episodes 2022),
500,Solyi Ha,compositor: Folks VFX (uncredited) (4 episodes 2022),
501,Caylee Han,compositor: Folks VFX (uncredited) (4 episodes 2022),
502,Krista Wettlaufer,digital artist (uncredited) (3 episodes 2022),
503,Christopher Lee Zammit,concept artist (uncredited) (4 episodes 2022),
504,Felipe Baldo,lighting artist: Folks VFX (uncredited) (3 episodes 2022),
505,Marc-Antoine Blais,digital compositor (uncredited) (2 episodes 2022),
506,Adrien Francomme,digital compositor (uncredited) (2 episodes 2022),
507,Eduardo Gon�alves,digital compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022),
508,Alexander Greenberg,senior compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022),
509,Prashant Jain,3d digital matte painter (uncredited) (3 episodes 2022),
510,Hossein Karamian,compositor: Monsters Aliens Robots Zombies (uncredited) (2 episodes 2022),
511,Giuseppe Motta,creature supervisor (uncredited) (3 episodes 2022),
512,Chokkarapu Sai Pradeep,visual effects lighting artist (uncredited) (2 episodes 2022),
513,Pedro Roloff,digital compositor (uncredited) (2 episodes 2022),
514,Ilija Sazdovski,layout artist (uncredited) (3 episodes 2022),
515,Jason Schick,digital compositor (uncredited) (2 episodes 2022),
516,Christa Tazzeo,visual effects executive producer: Rocket Science VFX (uncredited) (3 episodes 2022),
517,Sekh Batul Ali,visual effects artist (uncredited) (1 episode 2022),
518,Luca Buonopane,key groom artist: MPC (uncredited) (1 episode 2022),
519,Julian Fadalti,layout artist (uncredited) (1 episode 2022),
520,Nitin Garg,senior lookdev artist: Folks VFX (uncredited) (1 episode 2022),
521,Avinash Kodali,lighting artist (uncredited) (1 episode 2022),
522,Genevieve Morneau,digital compositor: MELS (uncredited) (1 episode 2022),
523,Alex Park,matchmove artist: Folks VFX (uncredited) (1 episode 2022),
524,Evan Roberts,lighting artist (uncredited) (1 episode 2022),
525,Pavankumar Sagiraju,lighting artist (uncredited) (1 episode 2022),
526,Yulia Segura,compositor: Folks VFX (uncredited) (1 episode 2022),
527,Amarjit Singha,3d artist (uncredited) (1 episode 2022),
528,Brett Chan,stunt coordinator (8 episodes 2022),
529,Ionut Cotruta,stunt rigger (8 episodes 2022),
530,Jason Ng,assistant stunt coordinator / cover stunt coordinator (8 episodes 2022),
531,Jenny Umbhau,stunt double: Jenna Ortega (8 episodes 2022),
532,Fanel Ursu,stunt rigger (8 episodes 2022),
533,Andrei Vintileanu,stunt rigger (8 episodes 2022),
534,Daniel Visan,stunts (8 episodes 2022),
535,Nailah Johnson,stunt double: Joy Sunday / stunt performer (2 episodes 2022),
536,Kinga Kives,stunt performer (3 episodes 2022),
537,Alexandre Lopoka,stunt double: Tommie Earl Jenkins (2 episodes 2022),
538,Milena Brewster,stunt double: Johnna Dias-Watson (1 episode 2022),
539,Maxime Coulon,stunt double: Calum Ross (1 episode 2022),
540,Gabrielle Anne Desy,stunt double: Emma Myers (1 episode 2022),
541,Victoria Goodman,stunt performer (1 episode 2022),
542,Daniel Himschoot,stunt double: Percy White (1 episode 2022),
543,Matt Kennedy,stunt performer (1 episode 2022),
544,Kaanchana Kerr,stunt performer (2 episodes 2022),
545,Darlene Pineda,stunt performer (1 episode 2022),
546,Phedra Syndelle,stunt double: Joy Sunday (1 episode 2022),
547,Alexandra Vilcsek,stunt performer (1 episode 2022),
548,Don�t B�nkuti,digital imaging technician: second unit (8 episodes 2022),
549,Vlad Cioplea,still photographer (8 episodes 2022),
550,David Dorohoianu,second photography assistant (8 episodes 2022),
551,Omar Dughouz,"second assistant camera: ""a"" camera (8 episodes 2022)",
552,D�niel Farkas,digital imaging technician (8 episodes 2022),
553,Robert Fenichiu,electrician / lighting technician (8 episodes 2022),
554,Cristi Fratoaica,second assistant camera: second unit (8 episodes 2022),
555,Toni Ilinca,video operator (8 episodes 2022),
556,Ochiana Ionut,video assist operator (8 episodes 2022),
557,Andrei Karastanef,"second assistant camera: ""a"" camera (8 episodes 2022)",
558,Brad Larner,"first assistant camera: ""a"" camera (8 episodes 2022)",
559,Tudor Lucaciu,director of photography: second unit (8 episodes 2022),
560,Radu Marinescu,key grip (8 episodes 2022),
561,Florin Mihalache,gaffer (8 episodes 2022),
562,Mihai Adrian Olteanu,best boy electric (8 episodes 2022),
563,Andrei Petrescu,electrician (8 episodes 2022),
564,Liviu Pojoni Jr.,"camera operator: ""b"" camera (8 episodes 2022)",
565,Florea Andrei Stefan,dimmerboard operator/lighting console programmer (8 episodes 2022),
566,Viorel Stefan,crane operator (8 episodes 2022),
567,Adelina Vancea,camera trainee (8 episodes 2022),
568,Petre Victor,"camera operator: ""b"" camera (8 episodes 2022)",
569,Rob Arrowsmith,"camera operator: ""a"" camera/steadicam operator main unit (4 episodes 2022)",
570,Andrei Cretan,"first assistant camera: ""b"" camera (4 episodes 2022)",
571,Fabrizio Sciarra,"camera operator: ""a"" camera/steadicam operator main unit (4 episodes 2022)",
572,Boroka Biro,director of photography: epk (2 episodes 2022),
573,Valdas Gulbinauskas,video assistant: additional photography (2 episodes 2022),
574,Matei Popa,second assistant camera: second unit (2 episodes 2022),
575,S�ndor �rkus,data management technician (2 episodes 2022),
576,Cornel Biciu,underwater gaffer (1 episode 2022),
577,Neil Bradley,ronin 2 technician: additional photography (1 episode 2022),
578,Alexandru Durac,"camera operator: ""a"" camera/steadicam operator (1 episode 2022)",
579,Sarbu Gigi,key grip: second unit (1 episode 2022),
580,Ben Parish,underwater assistant camera (1 episode 2022),
581,Aurelian Radu,grip (2 episodes 2022),
582,Ian Seabrook,underwater director of photography (1 episode 2022),
583,Constantin Stan,second unit (1 episode 2022),
584,Alexandru Bogdan Stefan,crane technician (2 episodes 2022),
585,Bal�zs V�rszegi,data management technician (2 episodes 2022),
586,Jens Winkler,underwater assistant camera (1 episode 2022),
587,Catalin Popa,photography assistant (uncredited) (8 episodes 2022),
588,Peter Driscoll,key animator (1 episode 2022),
589,Whitney Strouth,animator (uncredited) (1 episode 2022),
590,Emily Bohbrink,casting associate (8 episodes 2022),
591,Sin�ad Donnelly,casting assistant: Jenna Ortega (8 episodes 2022),
592,Radu Dragoi,casting assistant (8 episodes 2022),
593,Frankie Fearis,casting assistant (8 episodes 2022),
594,Olissa Rogers,casting associate: Jenna Ortega (8 episodes 2022),
595,Chandra Ruegg,casting associate (8 episodes 2022),
596,Fiona Weir,casting: Jenna Ortega (8 episodes 2022),
597,Sarah Wilson,casting associate (8 episodes 2022),
598,Maddalena Zuppetta,casting assistant (8 episodes 2022),
599,George Ludlow,casting associate (3 episodes 2022),
600,Ioana Albaiu,wardrobe supervisor (8 episodes 2022),
601,Madalina Anton,breakdown artist (8 episodes 2022),
602,Mattia Bionda,principal costume cutter (8 episodes 2022),
603,Mariana Bujoi,costumer (8 episodes 2022),
604,Maria Ciucanu,wardrobe mistress (8 episodes 2022),
605,Ylenia Comerci,principal seamstress (8 episodes 2022),
606,Lavinia Dedu,set costumer (8 episodes 2022),
607,Constantinescu Denisa,wardrobe assistant (8 episodes 2022),
608,Andreea Dinu,principal standby (8 episodes 2022),
609,Maria Endara,senior costume maker (8 episodes 2022),
610,Cristina Ghergheli,set costumer (8 episodes 2022),
611,Megan Howell,senior costume maker (8 episodes 2022),
612,Daniela Ilin,set costumer (8 episodes 2022),
613,Benjamin Ip,costume concept artist (8 episodes 2022),
614,Ana Lazar,wardrobe assistant (8 episodes 2022),
615,Paula Lazaroni,breackdown artist (8 episodes 2022),
616,Twan Lentjes,principal costume maker (8 episodes 2022),
617,Ioana Mihailescu,wardrobe assistant / crowd standby costumer / crowd stand-by costumer (8 episodes 2022),
618,Alessio O'Driscoll,principle costume cutter (8 episodes 2022),
619,Ioana Somanescu,principal standby (8 episodes 2022),
620,Bobby Soutar,assistant costume designer (8 episodes 2022),
621,Mark Sutherland,costume co-designer (8 episodes 2022),
622,Beth Tilley,senior costume maker (8 episodes 2022),
623,Jess Willcock-Stow,junior assistant costume designer / junior assistant costume designerr (8 episodes 2022),
624,Elizabeta Zainea,wardrobe assistant (8 episodes 2022),
625,Marta Airoli,principal seamstress (5 episodes 2022),
626,Ian Frazer Wallace,principle cutter (5 episodes 2022),
627,Adina Bucur,costume supervisor (4 episodes 2022),
628,Claudia Littlefield,costume supervisor (3 episodes 2022),
629,Alina Caprian,additional costumer (1 episode 2022),
630,Madison D'Urbano,post-production assistant: Marc Graue Recording Studios (8 episodes 2022),
631,Bogdan Geambasu,dailies operator (8 episodes 2022),
632,Katherine Hul,post production supervisor (8 episodes 2022),
633,Razvan Ilinca,assistant editor (8 episodes 2022),
634,Tom Mayclim,data manager: Company 3 (8 episodes 2022),
635,Ian Passy,Color Assistant (8 episodes 2022),
636,Sebastian Plamadeala,dailies supervisor (8 episodes 2022),
637,Carmen Rizac,dailies coordinator (8 episodes 2022),
638,Joanne Rourke,senior colorist (7 episodes 2022),
639,Alexandru Stoica,dailies operator (8 episodes 2022),
640,Ian Sullivan,finishing accountant (8 episodes 2022),
641,Lavinia Terletchi,assistant editor (8 episodes 2022),
642,Viktorija Tupikaite,data i/o operator (8 episodes 2022),
643,Motassem Younes,on-line editor (8 episodes 2022),
644,Galina Chakarova,first assistant editor (4 episodes 2022),
645,Mihai Cosmin Popa,first assistant editor (4 episodes 2022),
646,Paul G. Day,additional editor (1 episode 2022),
647,Cristi Dogaru,assistant location manager (8 episodes 2022),
648,Calin Hagima,location manager (8 episodes 2022),
649,Tracey Savein,location scout (8 episodes 2022),
650,Alex Molea,supervising location manager (4 episodes 2022),
651,Mircea Paraschiv,location manager (4 episodes 2022),
652,Florin Patrascu,assistant location manager (4 episodes 2022),
653,Chris Bacon,composer: additional music (8 episodes 2022),
654,Sarah Chapeck,music coordinator (8 episodes 2022),
655,Norbert Elek,music preparation (8 episodes 2022),
656,Danny Elfman,theme music composer (8 episodes 2022),
657,Peter Kohrman,technical score engineer (8 episodes 2022),
658,Jen Malone,music supervisor (8 episodes 2022),
659,Mandy Mamlet,music executive (8 episodes 2022),
660,�lveti M�ty�s,cello solos by (8 episodes 2022),
661,Michael T. Ryan,music editor (8 episodes 2022),
662,B�lint Sapszon,contractor for Budapest Scoring (8 episodes 2022),
663,Viktor Szab�,recording engineer (8 episodes 2022),
664,Nicole Weisberg,music supervisor (8 episodes 2022),
665,Shachar Boussani,score mix assistant (6 episodes 2022),
666,Robert Litton,orchestrator (6 episodes 2022),
667,Noah Scot Snyder,music scoring mixer (6 episodes 2022),
668,Esin Aydingoz,arranger (3 episodes 2022),
669,Hemanth965,orchestrator: theme melody (3 episodes 2022),
670,Steve Bartek,orchestrator (2 episodes 2022),
671,Bence Bob�k,score engineer (2 episodes 2022),
672,David G. Russell,conforming (2 episodes 2022),
673,Greg Hayes,music scoring mixer (1 episode 2022),
674,Bri Holland,singer (1 episode 2022),
675,Alfredo Pasquel,score mix assistant (1 episode 2022),
676,Cristina B�lea,assistant script supervisor (8 episodes 2022),
677,Monica Tatu,script supervisor (8 episodes 2022),
678,Daniel Sipocz,service driver (8 episodes 2022),
679,Pal Szil�rd Levente,unit driver (8 episodes 2022),
680,Priscila Amescua-Mendez,Support to co executive producer (8 episodes 2022),
681,Dogaru Silviu Andrei,unit production assistant / unit set assistant (8 episodes 2022),
682,Aaron Becker,main title design (8 episodes 2022),
683,Gergo Benkoczy,dog trainer (8 episodes 2022),
684,Dascalu Bogdan,unit production assistant (8 episodes 2022),
685,Teo Bostanica,unit manager (8 episodes 2022),
686,Alexandra Cranga,petty cash accountant (8 episodes 2022),
687,Razvana Cristescu,first assistant accountant (8 episodes 2022),
688,Claudia Dediu,producer's assistant (8 episodes 2022),
689,Penny Dyer,dialect coach (8 episodes 2022),
690,Zoltan Horkai,head animal trainer (8 episodes 2022),
691,Ana Ineni,production secretary (8 episodes 2022),
692,Emanuel Gabriel Ion,testing coordinator assistant (8 episodes 2022),
693,Gavriloaia Irina,assistant contracts coordinator (8 episodes 2022),
694,Peter Ivanyi,head animal trainer (8 episodes 2022),
695,Austin Kircher,post-production accountant (8 episodes 2022),
696,Christopher Landry,epk host (8 episodes 2022),
697,Nelson Moses Lassiter,production administration assistant (8 episodes 2022),
698,Ioana Macarie,choreographer (8 episodes 2022),
699,Cosmin Manea,payroll accountant (8 episodes 2022),
700,Elle McAlpine,intimacy coordinator (8 episodes 2022),
701,Troy James Miller,titles producer: Filmograph (8 episodes 2022),
702,Dan Mirea,unit operations (8 episodes 2022),
703,Ioana Mititelu,assistant production coordinator (8 episodes 2022),
704,Kristine Popovici,office production assistant (8 episodes 2022),
705,Aurel Nicolae Radu,assistant accountant (8 episodes 2022),
706,Olesea Railean,production accountant (8 episodes 2022),
707,Adrian Sabau,production coordinator (8 episodes 2022),
708,Iulia Anamaria Sima,contracts coordinator (8 episodes 2022),
709,Daniela Soare,production assistant (8 episodes 2022),
710,Adam M. Stone,product placement coordinator (8 episodes 2022),
711,Cat Stone,product placement coordinator (8 episodes 2022),
712,Georgiana Tamaga,travel coordinator (8 episodes 2022),
713,Logi Thorvaldsson,actors assistant (8 episodes 2022),
714,Toria Turner,executive assistant (8 episodes 2022),
715,Tony Wright,international liaison (8 episodes 2022),
716,Bianca Bumbacea,basecamp runner (7 episodes 2022),
717,Lindsay Moffat,production accountant (4 episodes 2022),
718,Gunnar Sizemore,adr voice actor (4 episodes 2022),
719,Bacula Sorin,caterer (3 episodes 2022),
720,Monica Adam,petty cash (2 episodes 2022),
721,Liliana Chomsky,adr loop group (2 episodes 2022),
722,Vanessa Coffey,intimacy coordinator (2 episodes 2022),
723,Marius Florescu,covid supervisor (2 episodes 2022),
724,Marilyn Lindsay,prep accountant (2 episodes 2022),
725,Rhidian Bridge,covid supervisor (1 episode 2022),
726,Bianca Bumvacea,basecamp runner (1 episode 2022),
727,Luke Carroll,production secretary: additional photography (1 episode 2022),
728,Ahmed El-Gallad,writer (1 episode 2022),
729,Jorge Garcia Castro,consultant (1 episode 2022),
730,Adam Lannon,covid manager (1 episode 2022),
731,Sarah McGuinness,dialect coach: James Clay Caroline Lawrie (1 episode 2022),
732,Annabel Wilkin,first assistant accountant: UK (1 episode 2022),
733,Eugene Shawn,assistant (uncredited) (8 episodes 2022),
734,Ana Duarte,assistant to casting director (uncredited) (1 episode 2022),
735,Isaac Sunderland,covid coordinator (uncredited) (1 episode 2022),
736,Jon Brown,figuratie,
737,Emma Martin,figuratie,
738,Mehmet Rodrigez,figuratie,
739,Noah Esposito,figuratie,
740,Aiden Moore,figuratie,
741,Ava Celik,figuratie,
742,Gennady Dorsey,figuratie,
743,Andrew Yildirim,figuratie,
744,Zoey Connor,figuratie,
745,Gabriel Brian,figuratie,
746,Taylor Claes,figuratie,
747,Alexa Jones,figuratie,
748,Brandon Kritikos,figuratie,
749,Dough Rodrigez,figuratie,
750,Scarlett Bianchi,figuratie,
751,James Zoey,figuratie,
752,Anders Kaya,figuratie,
753,Ian Dorsey,figuratie,
754,Sanjay Wood,figuratie,
755,Guido Arianna,figuratie,
756,Jayden Brian,figuratie,
757,Mia Hawking,figuratie,
758,Chloe Jones,figuratie,
759,Elizabeth Kritikos,figuratie,
760,Benjamin Moore,figuratie,
761,Sofia Bianchi,figuratie,
762,Logan Walker,figuratie,
763,Lucas Yildirim,figuratie,
764,Isaac Dorsey,figuratie,
765,Landon Ritchie,figuratie,
766,Aaron Claes,figuratie,
767,Steve Gecdogan,figuratie,
768,Arianna Hawking,figuratie,
769,Bourne Rodrigez,figuratie,
770,John Papp,figuratie,
771,Jeff Moore,figuratie,
772,Sophia Kaya,figuratie,
773,Isabella Walker,figuratie,
774,William Melnyk,figuratie,
775,Emily Arianna,figuratie,
776,Michael Ritchie,figuratie,
777,Daniel Nielsen,figuratie,
778,Avery Jones,figuratie,
779,David Meyer,figuratie,
780,Andrew Wilson,figuratie,
781,Alexis Bianchi,figuratie,
782,Kaylee Hernandez,figuratie,
783,Evan Kaya,figuratie,
784,Alexa Alexa,figuratie,
785,Linus Melnyk,figuratie,
786,Connor Arianna,figuratie,
787,Eva Gecdogan,figuratie,
788,James Nielsen,figuratie,
789,Stephen Rossum,figuratie,
790,Tim Papp,figuratie,
791,Jacob Wilson,figuratie,
792,Emma Romano,figuratie,
793,Mehmet Walker,figuratie,
794,Noah Melnyk,figuratie,
795,Chloe Alexa,figuratie,
796,Ava Ritchie,figuratie,
797,Gennady Nielsen,figuratie,
798,Grace Gecdogan,figuratie,
799,Logan Meyer,figuratie,
800,Gabriel Wilson,figuratie,
801,Taylor Papp,figuratie,
802,Jack Hernandez,figuratie,
803,Aaron Kaya,figuratie,
804,Dough Perez,figuratie,
805,Scarlett Melnyk,figuratie,
806,Dennis Scarlett,figuratie,
807,Anders Gosling,figuratie,
808,Ian Nielsen,figuratie,
809,Sanjay Rossum,figuratie,
810,Isabella Meyer,figuratie,
811,Jayden Ethan,figuratie,
812,Mia Romano,figuratie,
813,Ethan Hernandez,figuratie,
814,Daniel Aydin,figuratie,
815,Benjamin Alexa,figuratie,
816,Sofia Kovalenko,figuratie,
817,Bjarne Scarlett,figuratie,
818,Alexis Gecdogan,figuratie,
819,Isaac Petersen,figuratie,
820,Landon Rossum,figuratie,
821,Fabrice Jensen,figuratie,
822,Steve Ethan,figuratie,
823,Arianna Romano,figuratie,
824,Bourne Perez,figuratie,
825,Adam Aydin,figuratie,
826,Jeff Fabrice,figuratie,
827,Sophia Gosling,figuratie,
828,Jon Scarlett,figuratie,
829,Emma Richard,figuratie,
830,Emily Meyer,figuratie,
831,Michael Watson,figuratie,
832,Aiden Jensen,figuratie,
833,Ava Hernandez,figuratie,
834,David Emine,figuratie,
835,Andrew Perez,figuratie,
836,Zoey Kovalenko,figuratie,
837,Kaylee Fabrice,figuratie,
838,Evan Gontier,figuratie,
839,Alexa Petersen,figuratie,
840,Brandon Richard,figuratie,
841,Connor Weber,figuratie,
842,Eva Ethan,figuratie,
843,James Waage,figuratie,
844,Anders Harris,figuratie,
845,Tim Aydin,figuratie,
846,Jacob Gabriel,figuratie,
847,Guido Kovalenko,figuratie,
848,Jayden Eva,figuratie,
849,Noah Gontier,figuratie,
850,Chloe Petersen,figuratie,
851,Elizabeth Watson,figuratie,
852,Benjamin Weber,figuratie,
853,Grace Anderson,figuratie,
854,Logan Emine,figuratie,
855,Lucas Harris,figuratie,
856,Taylor Ozdemir,figuratie,
857,Jack Fabrice,figuratie,
858,Aaron Gontier,figuratie,
859,Steve Eva,figuratie,
860,Scarlett Richard,figuratie,
861,Dennis Weber,figuratie,
862,John Watson,figuratie,
863,Jeff Waage,figuratie,
864,Sanjay Harris,figuratie,
865,Isabella Emine,figuratie,
866,William Gabriel,figuratie,
867,Emily Kovalenko,figuratie,